company_name,stock_code,market,ticker
신영와코루,005800,KOSPI,005800.KS
신영증권,001720,KOSPI,001720.KS
신영스팩10호,472220,KOSDAQ,472220.KQ
신영스팩8호,430220,KOSDAQ,430220.KQ
신영스팩9호,445970,KOSDAQ,445970.KQ
신원,009270,KOSPI,009270.KS
신원종합개발,017000,KOSDAQ,017000.KQ
신일전자,002700,KOSPI,002700.KS
신일제약,012790,KOSDAQ,012790.KQ
신진에스엠,138070,KOSDAQ,138070.KQ
신테카바이오,226330,KOSDAQ,226330.KQ
신풍,002870,KOSPI,002870.KS
신풍제약우,019175,KOSPI,019175.KS
신풍제약,019170,KOSPI,019170.KS
신한글로벌액티브리츠,481850,KOSPI,481850.KS
신한지주,055550,KOSPI,055550.KS
신한서부티엔디리츠,404990,KOSPI,404990.KS
신한알파리츠,293940,KOSPI,293940.KS
신한제11호스팩,452980,KOSDAQ,452980.KQ
신한제12호스팩,474660,KOSDAQ,474660.KQ
신한제13호스팩,474930,KOSDAQ,474930.KQ
신한제14호스팩,487360,KOSDAQ,487360.KQ
신한제15호스팩,487830,KOSDAQ,487830.KQ
신한제16호스팩,496070,KOSDAQ,496070.KQ
신화인터텍,056700,KOSDAQ,056700.KQ
신화콘텍,187270,KOSDAQ,187270.KQ
신흥,004080,KOSPI,004080.KS
신흥에스이씨,243840,KOSDAQ,243840.KQ
실리콘투,257720,KOSDAQ,257720.KQ
심텍,222800,KOSDAQ GLOBAL,222800.KQ
심텍홀딩스,036710,KOSDAQ,036710.KQ
심플랫폼,444530,KOSDAQ,444530.KQ
싸이닉솔루션,234030,KOSDAQ,234030.KQ
싸이맥스,160980,KOSDAQ,160980.KQ
싸이버원,356890,KOSDAQ,356890.KQ
싸이토젠,217330,KOSDAQ,217330.KQ
쌍방울,102280,KOSPI,102280.KS
써니전자,004770,KOSPI,004770.KS
썸에이지,208640,KOSDAQ,208640.KQ
쎄노텍,222420,KOSDAQ,222420.KQ
쎄니트,037760,KOSDAQ,037760.KQ
쎄크,081180,KOSDAQ,081180.KQ
쎄트렉아이,099320,KOSDAQ,099320.KQ
쎌바이오텍,049960,KOSDAQ,049960.KQ
쏘닉스,088280,KOSDAQ,088280.KQ
쏘카,403550,KOSPI,403550.KS
쏠리드,050890,KOSDAQ,050890.KQ
쓰리빌리언,394800,KOSDAQ,394800.KQ
쓰리에이로직스,177900,KOSDAQ,177900.KQ
씨메스,475400,KOSDAQ,475400.KQ
씨싸이트,109670,KOSDAQ,109670.KQ
씨씨에스,066790,KOSDAQ,066790.KQ
씨아이에스,222080,KOSDAQ GLOBAL,222080.KQ
씨아이테크,004920,KOSPI,004920.KS
씨앤씨인터내셔널,352480,KOSDAQ,352480.KQ
씨앤지하이테크,264660,KOSDAQ,264660.KQ
씨앤투스,352700,KOSDAQ,352700.KQ
CNT85,056730,KOSDAQ,056730.KQ
씨어스테크놀로지,458870,KOSDAQ,458870.KQ
CS,065770,KOSDAQ,065770.KQ
씨에스베어링,297090,KOSDAQ,297090.KQ
CSA 코스믹,083660,KOSDAQ,083660.KQ
씨에스윈드,112610,KOSPI,112610.KS
씨엑스아이,900120,KOSDAQ,900120.KQ
씨엔알리서치,359090,KOSDAQ,359090.KQ
씨엔플러스,115530,KOSDAQ,115530.KQ
씨유메디칼,115480,KOSDAQ,115480.KQ
씨유테크,376290,KOSDAQ,376290.KQ
씨이랩,189330,KOSDAQ,189330.KQ
CJ대한통운,000120,KOSPI,000120.KS
CJ 바이오사이언스,311690,KOSDAQ,311690.KQ
CJ CGV,079160,KOSPI,079160.KS
CJ ENM,035760,KOSDAQ GLOBAL,035760.KQ
CJ제일제당 우,097955,KOSPI,097955.KS
CJ제일제당,097950,KOSPI,097950.KS
CJ프레시웨이,051500,KOSDAQ,051500.KQ
씨젠,096530,KOSDAQ,096530.KQ
CG인바이츠,083790,KOSDAQ,083790.KQ
씨케이솔루션,480370,KOSPI,480370.KS
씨큐브,101240,KOSDAQ,101240.KQ
씨티씨바이오,060590,KOSDAQ,060590.KQ
씨티알모빌리티,308170,KOSPI,308170.KS
씨티케이,260930,KOSDAQ,260930.KQ
씨피시스템,413630,KOSDAQ,413630.KQ
아가방컴퍼니,013990,KOSDAQ,013990.KQ
아나패스,123860,KOSDAQ,123860.KQ
아난티,025980,KOSDAQ,025980.KQ
아남전자,008700,KOSPI,008700.KS
아모그린텍,125210,KOSDAQ,125210.KQ
아모레퍼시픽우,090435,KOSPI,090435.KS
아모레퍼시픽,090430,KOSPI,090430.KS
아모레퍼시픽홀딩스우,002795,KOSPI,002795.KS
아모레퍼시픽홀딩스3우C,00279K,KOSPI,00279K.KS
아모레퍼시픽홀딩스,002790,KOSPI,002790.KS
아모텍,052710,KOSDAQ,052710.KQ
아미노로직스,074430,KOSDAQ,074430.KQ
아미코젠,092040,KOSDAQ,092040.KQ
아바코,083930,KOSDAQ,083930.KQ
아바텍,149950,KOSDAQ,149950.KQ
아비코전자,036010,KOSDAQ,036010.KQ
아세아,002030,KOSPI,002030.KS
아세아시멘트,183190,KOSPI,183190.KS
아세아제지,002310,KOSPI,002310.KS
아세아텍,050860,KOSDAQ,050860.KQ
아센디오,012170,KOSPI,012170.KS
아셈스,136410,KOSDAQ,136410.KQ
아스타,246720,KOSDAQ,246720.KQ
아스테라시스,450950,KOSDAQ,450950.KQ
아스트,067390,KOSDAQ,067390.KQ
아스플로,159010,KOSDAQ,159010.KQ
아시아경제,127710,KOSDAQ,127710.KQ
아시아나IDT,267850,KOSPI,267850.KS
아시아나항공,020560,KOSPI,020560.KS
아우딘퓨쳐스,227610,KOSDAQ,227610.KQ
아우토크립트,331740,KOSDAQ,331740.KQ
아이디스,143160,KOSDAQ,143160.KQ
아이디스홀딩스,054800,KOSDAQ,054800.KQ
아이디피,332370,KOSDAQ,332370.KQ
아이로보틱스,066430,KOSDAQ,066430.KQ
아이마켓코리아,122900,KOSPI,122900.KS
아이비김영,339950,KOSDAQ,339950.KQ
아이비젼웍스,469750,KOSDAQ,469750.KQ
IBKS제21호스팩,442770,KOSDAQ,442770.KQ
IBKS제22호스팩,448760,KOSDAQ,448760.KQ
IBKS제23호스팩,467930,KOSDAQ,467930.KQ
IBKS제24호스팩,469480,KOSDAQ,469480.KQ
아이빔테크놀로지,460470,KOSDAQ,460470.KQ
아이센스,099190,KOSDAQ,099190.KQ
아이스크림미디어,461300,KOSDAQ,461300.KQ
아이스크림에듀,289010,KOSDAQ,289010.KQ
아이쓰리시스템,214430,KOSDAQ,214430.KQ
아이씨디,040910,KOSDAQ,040910.KQ
아이씨에이치,368600,KOSDAQ,368600.KQ
아이씨티케이,456010,KOSDAQ,456010.KQ
아이앤씨,052860,KOSDAQ,052860.KQ
아이언디바이스,464500,KOSDAQ,464500.KQ
아이에스동서,010780,KOSPI,010780.KS
ISC,095340,KOSDAQ GLOBAL,095340.KQ
아이에스티이,212710,KOSDAQ,212710.KQ
아이에이,038880,KOSDAQ,038880.KQ
아이엘,307180,KOSDAQ,307180.KQ
아이엠,101390,KOSDAQ,101390.KQ
iM금융지주,139130,KOSPI,139130.KS
아이엠비디엑스,461030,KOSDAQ,461030.KQ
iMBC,052220,KOSDAQ,052220.KQ
아이엠티,451220,KOSDAQ,451220.KQ
아이윈,090150,KOSDAQ,090150.KQ
아이윈플러스,123010,KOSDAQ,123010.KQ
아이즈비전,031310,KOSDAQ,031310.KQ
아이지넷,462980,KOSDAQ,462980.KQ
아이진,185490,KOSDAQ,185490.KQ
아이컴포넌트,059100,KOSDAQ,059100.KQ
아이퀘스트,262840,KOSDAQ,262840.KQ
아이큐어,175250,KOSDAQ,175250.KQ
아이크래프트,052460,KOSDAQ,052460.KQ
아이텍,119830,KOSDAQ,119830.KQ
아이톡시,052770,KOSDAQ,052770.KQ
아이티센글로벌,124500,KOSDAQ,124500.KQ
아이티센씨티에스,031820,KOSPI,031820.KS
아이티센엔텍,010280,KOSDAQ,010280.KQ
아이티센피엔에스,232830,KOSDAQ,232830.KQ
아이티아이즈,372800,KOSDAQ,372800.KQ
아이티엠반도체,084850,KOSDAQ GLOBAL,084850.KQ
아이패밀리에스씨,114840,KOSDAQ,114840.KQ
아주스틸,139990,KOSPI,139990.KS
아주IB투자,027360,KOSDAQ,027360.KQ
아즈텍WB,032080,KOSDAQ,032080.KQ
아진산업,013310,KOSDAQ,013310.KQ
아진엑스텍,059120,KOSDAQ,059120.KQ
아진전자부품,009320,KOSPI,009320.KS
아크솔루션스,203690,KOSDAQ,203690.KQ
아톤,158430,KOSDAQ,158430.KQ
아티스트스튜디오,200350,KOSDAQ,200350.KQ
아티스트컴퍼니,321820,KOSDAQ,321820.KQ
안국약품,001540,KOSDAQ,001540.KQ
안랩,053800,KOSDAQ,053800.KQ
안트로젠,065660,KOSDAQ,065660.KQ
알로이스,297570,KOSDAQ,297570.KQ
알루코,001780,KOSPI,001780.KS
알리코제약,260660,KOSDAQ,260660.KQ
알멕,354320,KOSDAQ,354320.KQ
알비더블유,361570,KOSDAQ,361570.KQ
알서포트,131370,KOSDAQ,131370.KQ
알에스오토메이션,140670,KOSDAQ,140670.KQ
RF머트리얼즈,327260,KOSDAQ,327260.KQ
알에프세미,096610,KOSDAQ,096610.KQ
RF시스템즈,474610,KOSDAQ,474610.KQ
RFHIC,218410,KOSDAQ,218410.KQ
알에프텍,061040,KOSDAQ,061040.KQ
알엔투테크놀로지,148250,KOSDAQ,148250.KQ
알체라,347860,KOSDAQ,347860.KQ
알테오젠,196170,KOSDAQ GLOBAL,196170.KQ
알톤,123750,KOSDAQ,123750.KQ
알티캐스트,085810,KOSDAQ,085810.KQ
알파녹스,043100,KOSDAQ,043100.KQ
알파칩스,117670,KOSDAQ,117670.KQ
알피바이오,314140,KOSDAQ,314140.KQ
압타머사이언스,291650,KOSDAQ,291650.KQ
압타바이오,293780,KOSDAQ,293780.KQ
애경산업,018250,KOSPI,018250.KS
애경케미칼,161000,KOSPI,161000.KS
애니플러스,310200,KOSDAQ,310200.KQ
애드바이오텍,179530,KOSDAQ,179530.KQ
애머릿지,900100,KOSDAQ,900100.KQ
액토즈소프트,052790,KOSDAQ,052790.KQ
액트로,290740,KOSDAQ,290740.KQ
앤디포스,238090,KOSDAQ,238090.KQ
앤씨앤,092600,KOSDAQ,092600.KQ
앱코,129890,KOSDAQ,129890.KQ
앱클론,174900,KOSDAQ,174900.KQ
앱트뉴로사이언스,270520,KOSDAQ,270520.KQ
야스,255440,KOSDAQ,255440.KQ
양지사,030960,KOSDAQ,030960.KQ
어보브반도체,102120,KOSDAQ,102120.KQ
얼라인드,238120,KOSDAQ,238120.KQ
에너토크,019990,KOSDAQ,019990.KQ
에넥스,011090,KOSPI,011090.KS
에르코스,435570,KOSDAQ,435570.KQ
에브리봇,270660,KOSDAQ,270660.KQ
에스넷,038680,KOSDAQ,038680.KQ
에스디바이오센서,137310,KOSPI,137310.KS
에스디생명공학,217480,KOSDAQ,217480.KQ
에스디시스템,121890,KOSDAQ,121890.KQ
SDN,099220,KOSDAQ,099220.KQ
에스바이오메딕스,304360,KOSDAQ,304360.KQ
SV인베스트먼트,289080,KOSDAQ,289080.KQ
에스비비테크,389500,KOSDAQ,389500.KQ
SB성보,003080,KOSPI,003080.KS
SBI인베스트먼트,019550,KOSDAQ,019550.KQ
SBS,034120,KOSPI,034120.KS
에스씨디,042110,KOSDAQ,042110.KQ
SCL사이언스,246960,KOSDAQ,246960.KQ
에스씨엠생명과학,298060,KOSDAQ,298060.KQ
에스아이리소스,065420,KOSDAQ,065420.KQ
에스앤더블류,103230,KOSDAQ,103230.KQ
에스앤디,260970,KOSDAQ,260970.KQ
에스앤에스텍,101490,KOSDAQ,101490.KQ
에스에너지,095910,KOSDAQ,095910.KQ
에스에스알,275630,KOSDAQ,275630.KQ
SAMG엔터,419530,KOSDAQ,419530.KQ
에스에이엠티,031330,KOSDAQ,031330.KQ
에스에이티,060540,KOSDAQ,060540.KQ
에스에프에이,056190,KOSDAQ GLOBAL,056190.KQ
SFA반도체,036540,KOSDAQ,036540.KQ
S&K폴리텍,091340,KOSDAQ,091340.KQ
에스엘,005850,KOSPI,005850.KS
에스엘에스바이오,246250,KOSDAQ,246250.KQ
SM Life Design,063440,KOSDAQ,063440.KQ
에스엠벡셀,010580,KOSPI,010580.KS
에스엠씨지,460870,KOSDAQ,460870.KQ
에스엠,041510,KOSDAQ GLOBAL,041510.KQ
SM C&C,048550,KOSDAQ,048550.KQ
에스엠코어,007820,KOSDAQ,007820.KQ
에스오에스랩,464080,KOSDAQ,464080.KQ
에스와이,109610,KOSDAQ,109610.KQ
에스와이스틸텍,365330,KOSDAQ,365330.KQ
에스원,012750,KOSPI,012750.KS
에스유앤피,019590,KOSDAQ,019590.KQ
에스제이그룹,306040,KOSDAQ,306040.KQ
SJG세종,033530,KOSPI,033530.KS
SG세계물산,004060,KOSPI,004060.KS
SGC E&C,016250,KOSDAQ,016250.KQ
SGA,049470,KOSDAQ,049470.KQ
SGA솔루션즈,184230,KOSDAQ,184230.KQ
SG&G,040610,KOSDAQ,040610.KQ
SG,255220,KOSDAQ,255220.KQ
에스지헬스케어,398120,KOSDAQ,398120.KQ
SK디스커버리우,006125,KOSPI,006125.KS
SK디스커버리,006120,KOSPI,006120.KS
SK바이오사이언스,302440,KOSPI,302440.KS
SK바이오팜,326030,KOSPI,326030.KS
SK이터닉스,475150,KOSPI,475150.KS
에스케이증권제10호스팩,457940,KOSDAQ,457940.KQ
에스케이증권제11호스팩,472230,KOSDAQ,472230.KQ
에스케이증권제12호스팩,473000,KOSDAQ,473000.KQ
에스케이증권제13호스팩,473950,KOSDAQ,473950.KQ
에스케이증권제9호스팩,455910,KOSDAQ,455910.KQ
SK하이닉스,000660,KOSPI,000660.KS
에스켐,475660,KOSDAQ,475660.KQ
에스코넥,096630,KOSDAQ,096630.KQ
에스텍,069510,KOSDAQ,069510.KQ
에스트래픽,234300,KOSDAQ,234300.KQ
에스티아이,039440,KOSDAQ,039440.KQ
에스티오,098660,KOSDAQ,098660.KQ
에스티큐브,052020,KOSDAQ,052020.KQ
에스티팜,237690,KOSDAQ GLOBAL,237690.KQ
에스폴리텍,050760,KOSDAQ,050760.KQ
에스퓨얼셀,288620,KOSDAQ,288620.KQ
에스피소프트,443670,KOSDAQ,443670.KQ
에스피시스템스,317830,KOSDAQ,317830.KQ
에스피지,058610,KOSDAQ,058610.KQ
에쎈테크,043340,KOSDAQ,043340.KQ
에쓰씨엔지니어링,023960,KOSPI,023960.KS
에어레인,163280,KOSDAQ,163280.KQ
에어부산,298690,KOSPI,298690.KS
에이디칩스,054630,KOSDAQ,054630.KQ
에이디테크놀로지,200710,KOSDAQ,200710.KQ
에이럭스,475580,KOSDAQ,475580.KQ
에이루트,096690,KOSDAQ,096690.KQ
에이블씨엔씨,078520,KOSPI,078520.KS
에이비엘바이오,298380,KOSDAQ,298380.KQ
에이비온,203400,KOSDAQ,203400.KQ
에이비프로바이오,195990,KOSDAQ,195990.KQ
에이스침대,003800,KOSDAQ,003800.KQ
에이스테크,088800,KOSDAQ,088800.KQ
에이스토리,241840,KOSDAQ,241840.KQ
에이아이코리아,364950,KOSDAQ,364950.KQ
에이에스텍,453860,KOSDAQ,453860.KQ
에이에프더블류,312610,KOSDAQ,312610.KQ
에이엔피,015260,KOSPI,015260.KS
에이엘티,172670,KOSDAQ,172670.KQ
에이유브랜즈,481070,KOSDAQ,481070.KQ
에이리츠,140910,KOSPI,140910.KS
에이직랜드,445090,KOSDAQ,445090.KQ
HDC랩스,039570,KOSPI,039570.KS
HDC현대EP,089470,KOSPI,089470.KS
HD한국조선해양,009540,KOSPI,009540.KS
HD현대건설기계,267270,KOSPI,267270.KS
HD현대마린솔루션,443060,KOSPI,443060.KS
HD현대마린엔진,071970,KOSPI,071970.KS
HD현대미포,010620,KOSPI,010620.KS
HD현대,267250,KOSPI,267250.KS
HD현대에너지솔루션,322000,KOSPI,322000.KS
HD현대인프라코어,042670,KOSPI,042670.KS
HD현대일렉트릭,267260,KOSPI,267260.KS
HD현대중공업,329180,KOSPI,329180.KS
에이치브이엠,295310,KOSDAQ,295310.KQ
HB솔루션,297890,KOSDAQ,297890.KQ
HB인베스트먼트,440290,KOSDAQ,440290.KQ
HB테크놀러지,078150,KOSDAQ,078150.KQ
에이치시티,072990,KOSDAQ,072990.KQ
에이치씨보광산업,225530,KOSDAQ,225530.KQ
에이치씨홈센타,060560,KOSDAQ,060560.KQ
HRS,036640,KOSDAQ,036640.KQ
HS화성,002460,KOSPI,002460.KS
HS효성,487570,KOSPI,487570.KS
HS효성첨단소재,298050,KOSPI,298050.KS
에이치엔에스하이텍,044990,KOSDAQ,044990.KQ
HLB,028300,KOSDAQ,028300.KQ
HLB글로벌,003580,KOSPI,003580.KS
HLB바이오스텝,278650,KOSDAQ,278650.KQ
HLB생명과학,067630,KOSDAQ,067630.KQ
HLB제넥스,187420,KOSDAQ,187420.KQ
HLB제약,047920,KOSDAQ,047920.KQ
HLB테라퓨틱스,115450,KOSDAQ,115450.KQ
HLB파나진,046210,KOSDAQ,046210.KQ
HLB펩,196300,KOSDAQ,196300.KQ
에이치엘사이언스,239610,KOSDAQ,239610.KQ
에이치엠넥스,036170,KOSDAQ,036170.KQ
에이치엠씨제6호스팩,462020,KOSDAQ,462020.KQ
에이치엠씨제7호스팩,477340,KOSDAQ,477340.KQ
HMM,011200,KOSPI,011200.KS
에이치와이티씨,148930,KOSDAQ,148930.KQ
에이치이엠파마,376270,KOSDAQ,376270.KQ
에이치케이,044780,KOSDAQ,044780.KQ
HK이노엔,195940,KOSDAQ GLOBAL,195940.KQ
HPSP,403870,KOSDAQ GLOBAL,403870.KQ
에이치피오,357230,KOSDAQ,357230.KQ
에이텀,355690,KOSDAQ,355690.KQ
에이테크솔루션,071670,KOSDAQ,071670.KQ
에이텍,045660,KOSDAQ,045660.KQ
에이텍모빌리티,224110,KOSDAQ,224110.KQ
에이티넘인베스트,021080,KOSDAQ,021080.KQ
에이팩트,200470,KOSDAQ,200470.KQ
에이프로,262260,KOSDAQ,262260.KQ
에이프로젠바이오로직스,003060,KOSPI,003060.KS
에이프로젠,007460,KOSPI,007460.KS
에이프릴바이오,397030,KOSDAQ,397030.KQ
에이플러스에셋,244920,KOSPI,244920.KS
AP시스템,265520,KOSDAQ,265520.KQ
에이피알,278470,KOSPI,278470.KS
APS,054620,KOSDAQ,054620.KQ
AP위성,211270,KOSDAQ,211270.KQ
AP헬스케어,109960,KOSDAQ,109960.KQ
에치에프알,230240,KOSDAQ,230240.KQ
에코글로우,159910,KOSDAQ,159910.KQ
에코마케팅,230360,KOSDAQ,230360.KQ
에코바이오,038870,KOSDAQ,038870.KQ
에코볼트,097780,KOSDAQ,097780.KQ
에코아이,448280,KOSDAQ,448280.KQ
에코앤드림,101360,KOSDAQ,101360.KQ
에코캡,128540,KOSDAQ,128540.KQ
에코프로,086520,KOSDAQ GLOBAL,086520.KQ
에코프로머티,450080,KOSPI,450080.KS
에코프로비엠,247540,KOSDAQ GLOBAL,247540.KQ
에코프로에이치엔,383310,KOSDAQ,383310.KQ
에코플라스틱,038110,KOSDAQ,038110.KQ
에프알텍,073540,KOSDAQ,073540.KQ
에프앤가이드,064850,KOSDAQ,064850.KQ
FSN,214270,KOSDAQ,214270.KQ
에프에스티,036810,KOSDAQ,036810.KQ
에프엔씨엔터,173940,KOSDAQ,173940.KQ
에프엔에스테크,083500,KOSDAQ,083500.KQ
엑사이엔씨,054940,KOSDAQ,054940.KQ
엑세스바이오,950130,KOSDAQ,950130.KQ
엑셀세라퓨틱스,373110,KOSDAQ,373110.KQ
엑셈,205100,KOSDAQ,205100.KQ
엑스게이트,356680,KOSDAQ,356680.KQ
엑스큐어,070300,KOSDAQ,070300.KQ
엑스페릭스,317770,KOSDAQ,317770.KQ
엑스플러스,373200,KOSDAQ,373200.KQ
엑시온그룹,069920,KOSDAQ,069920.KQ
엑시콘,092870,KOSDAQ,092870.KQ
엑시큐어하이트론,019490,KOSPI,019490.KS
엔바이오니아,317870,KOSDAQ,317870.KQ
엔브이에이치코리아,067570,KOSDAQ,067570.KQ
엔비티,236810,KOSDAQ,236810.KQ
엔시스,333620,KOSDAQ,333620.KQ
엔시트론,101400,KOSDAQ,101400.KQ
엔씨소프트,036570,KOSPI,036570.KS
엔에스이엔엠,078860,KOSDAQ,078860.KQ
엔에이치스팩29호,451700,KOSDAQ,451700.KQ
엔에이치스팩30호,466910,KOSDAQ,466910.KQ
엔에이치스팩31호,481890,KOSDAQ,481890.KQ
NHN벅스,104200,KOSDAQ,104200.KQ
NHN KCP,060250,KOSDAQ,060250.KQ
NH올원리츠,400760,KOSPI,400760.KS
NH투자증권우,005945,KOSPI,005945.KS
NH투자증권,005940,KOSPI,005940.KS
엔에프씨,265740,KOSDAQ,265740.KQ
NE능률,053290,KOSDAQ,053290.KQ
엔젠바이오,354200,KOSDAQ,354200.KQ
엔젤로보틱스,455900,KOSDAQ,455900.KQ
엔젯,419080,KOSDAQ,419080.KQ
엔지스테크널러지,208860,KOSDAQ,208860.KQ
엔지켐생명과학,183490,KOSDAQ,183490.KQ
엔케이,085310,KOSPI,085310.KS
엔케이맥스,182400,KOSDAQ,182400.KQ
엔켐,348370,KOSDAQ,348370.KQ
엔텔스,069410,KOSDAQ,069410.KQ
엔투텍,227950,KOSDAQ,227950.KQ
엔피,291230,KOSDAQ,291230.KQ
NPX,222160,KOSDAQ,222160.KQ
엔피케이,048830,KOSDAQ,048830.KQ
엘디티,096870,KOSDAQ,096870.KQ
엘브이엠씨홀딩스,900140,KOSPI,900140.KS
LB세미콘,061970,KOSDAQ,061970.KQ
LB인베스트먼트,309960,KOSDAQ,309960.KQ
엘앤씨바이오,290650,KOSDAQ,290650.KQ
엘앤에프,066970,KOSPI,066970.KS
엘앤케이바이오,156100,KOSDAQ,156100.KQ
엘에스스팩1호,0041J0,KOSDAQ,0041J0.KQ
LS마린솔루션,060370,KOSDAQ,060370.KQ
LS머트리얼즈,417200,KOSDAQ,417200.KQ
LS증권,078020,KOSDAQ,078020.KQ
LS티라유텍,322180,KOSDAQ,322180.KQ
LX하우시스우,108675,KOSPI,108675.KS
LX하우시스,108670,KOSPI,108670.KS
LX홀딩스1우,38380K,KOSPI,38380K.KS
LX홀딩스,383800,KOSPI,383800.KS
엘엠에스,073110,KOSDAQ,073110.KQ
엘오티베큠,083310,KOSDAQ,083310.KQ
LG씨엔에스,064400,KOSPI,064400.KS
LG헬로비전,037560,KOSPI,037560.KS
엘컴텍,037950,KOSDAQ,037950.KQ
LK삼양,225190,KOSDAQ,225190.KQ
엘케이켐,489500,KOSDAQ,489500.KQ
엘티씨,170920,KOSDAQ,170920.KQ
M83,476080,KOSDAQ,476080.KQ
엠게임,058630,KOSDAQ,058630.KQ
엠디바이스,226590,KOSDAQ,226590.KQ
엠로,058970,KOSDAQ,058970.KQ
엠씨넥스,097520,KOSPI,097520.KS
엠아이큐브솔루션,373170,KOSDAQ,373170.KQ
엠아이텍,179290,KOSDAQ,179290.KQ
엠앤씨솔루션,484870,KOSPI,484870.KS
엠에스씨,009780,KOSDAQ,009780.KQ
엠에스오토텍,123040,KOSDAQ,123040.KQ
엠에프씨,432980,KOSDAQ,432980.KQ
엠오티,413390,KOSDAQ,413390.KQ
엠젠솔루션,032790,KOSDAQ,032790.KQ
엠케이전자,033160,KOSDAQ,033160.KQ
엠투아이,347890,KOSDAQ,347890.KQ
엠투엔,033310,KOSDAQ,033310.KQ
엠플러스,259630,KOSDAQ,259630.KQ
엣지파운드리,105550,KOSDAQ,105550.KQ
영림원소프트랩,060850,KOSDAQ,060850.KQ
영보화학,014440,KOSPI,014440.KS
영우디에스피,143540,KOSDAQ,143540.KQ
영원무역,111770,KOSPI,111770.KS
영원무역홀딩스,009970,KOSPI,009970.KS
영진약품,003520,KOSPI,003520.KS
영풍,000670,KOSPI,000670.KS
영풍제지,006740,KOSPI,006740.KS
영화금속,012280,KOSPI,012280.KS
영화테크,265560,KOSDAQ,265560.KQ
영흥,012160,KOSPI,012160.KS
예림당,036000,KOSDAQ,036000.KQ
예선테크,250930,KOSDAQ,250930.KQ
예스24,053280,KOSDAQ,053280.KQ
예스티,122640,KOSDAQ,122640.KQ
오가노이드사이언스,476040,KOSDAQ,476040.KQ
오가닉티코스메틱,900300,KOSDAQ,900300.KQ
오공,045060,KOSDAQ,045060.KQ
오늘이엔엠,192410,KOSDAQ,192410.KQ
오디텍,080520,KOSDAQ,080520.KQ
오뚜기,007310,KOSPI,007310.KS
오로라,039830,KOSDAQ,039830.KQ
오로스테크놀로지,322310,KOSDAQ,322310.KQ
오르비텍,046120,KOSDAQ,046120.KQ
오름테라퓨틱,475830,KOSDAQ,475830.KQ
오리엔탈정공,014940,KOSDAQ,014940.KQ
오리엔트바이오,002630,KOSPI,002630.KS
오리엔트정공,065500,KOSDAQ,065500.KQ
오리온,271560,KOSPI,271560.KS
오리온홀딩스,001800,KOSPI,001800.KS
오리콤,010470,KOSDAQ,010470.KQ
오브젠,417860,KOSDAQ,417860.KQ
오비고,352910,KOSDAQ,352910.KQ
오상자이엘,053980,KOSDAQ,053980.KQ
오상헬스케어,036220,KOSDAQ,036220.KQ
오성첨단소재,052420,KOSDAQ,052420.KQ
오션인더블유,052300,KOSDAQ,052300.KQ
오스코텍,039200,KOSDAQ,039200.KQ
오스템,031510,KOSDAQ,031510.KQ
OCI홀딩스,010060,KOSPI,010060.KS
오에스피,368970,KOSDAQ,368970.KQ
오이솔루션,138080,KOSDAQ,138080.KQ
오킨스전자,080580,KOSDAQ,080580.KQ
오텍,067170,KOSDAQ,067170.KQ
오토앤,353590,KOSDAQ,353590.KQ
오파스넷,173130,KOSDAQ,173130.KQ
오픈베이스,049480,KOSDAQ,049480.KQ
오픈엣지테크놀로지,394280,KOSDAQ,394280.KQ
오하임앤컴퍼니,309930,KOSDAQ,309930.KQ
온코닉테라퓨틱스,476060,KOSDAQ,476060.KQ
온코크로스,382150,KOSDAQ,382150.KQ
온타이드,005320,KOSPI,005320.KS
올리패스,244460,KOSDAQ,244460.KQ
올릭스,226950,KOSDAQ,226950.KQ
옴니시스템,057540,KOSDAQ,057540.KQ
옵투스제약,131030,KOSDAQ,131030.KQ
옵트론텍,082210,KOSDAQ,082210.KQ
옵티시스,109080,KOSDAQ,109080.KQ
옵티코어,380540,KOSDAQ,380540.KQ
옵티팜,153710,KOSDAQ,153710.KQ
YW,051390,KOSDAQ,051390.KQ
와이랩,432430,KOSDAQ,432430.KQ
와이바이오로직스,338840,KOSDAQ,338840.KQ
YBM넷,057030,KOSDAQ,057030.KQ
와이솔,122990,KOSDAQ,122990.KQ
